host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,host_days_active,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating,time_since_first_review,first_review_interval,time_since_last_review,last_review_interval
2014-08-12,So Vicente,38.71472,-9.1254,Entire home/apt,2,82.0,1,1125,0,323,113,63,4,2019-10-07,2022-08-22,4.88,4.92,14,3.16,2951.0,1.0,1,1,0,1,1073.0,3 years - 4 years,23.0,2-8 weeks
2014-11-15,Santa Maria Maior,38.71173,-9.1361,Entire home/apt,8,220.0,2,1125,2,49,16,3,1,2019-10-07,2022-08-26,4.69,5.0,18,0.45,2856.0,2.0,1,1,0,1,1073.0,3 years - 4 years,19.0,2-8 weeks
2019-10-06,Ericeira,38.97052,-9.41249,Entire home/apt,6,149.0,7,28,0,105,12,4,1,2020-08-30,2022-08-27,5.0,4.92,1,0.48,1070.0,2.0,0,1,0,1,745.0,3 years - 4 years,18.0,2-8 weeks
2019-10-06,Santa Maria Maior,38.71046,-9.13899,Entire home/apt,2,193.0,3,1125,11,346,23,21,2,2021-01-01,2022-08-28,4.65,5.0,1,1.11,1070.0,1.5,0,1,0,0,621.0,1 year - 2 years,17.0,2-8 weeks
2016-03-15,Santa Maria Maior,38.71254,-9.12859,Entire home/apt,4,68.0,2,1125,2,288,45,44,3,2021-06-11,2022-09-02,4.71,4.82,1,2.93,2370.0,1.0,0,1,1,1,460.0,1 year - 2 years,12.0,0-2 weeks
2017-08-11,Ericeira,38.97339,-9.4145,Entire home/apt,4,170.0,4,21,8,15,1,0,0,2021-08-11,2021-08-11,5.0,5.0,6,0.08,1856.0,1.0,0,0,1,1,399.0,1 year - 2 years,399.0,1+ year
2017-06-12,Arroios,38.72867,-9.13406,Entire home/apt,4,100.0,1,1125,0,0,117,12,6,2019-10-08,2022-09-01,4.54,4.66,2,3.27,1916.0,1.0,0,1,1,0,1072.0,3 years - 4 years,13.0,0-2 weeks
2013-03-30,Santa Maria Maior,38.71184,-9.1256,Entire home/apt,2,143.0,2,5,3,309,91,62,5,2019-10-14,2022-09-05,4.76,4.87,78,2.56,3451.0,1.0,0,1,0,1,1066.0,3 years - 4 years,9.0,0-2 weeks
2017-02-15,Lourinh e Atalaia,39.26801,-9.31251,Entire home/apt,6,105.0,2,90,14,14,10,1,0,2020-01-01,2022-01-02,4.6,4.7,2,0.3,2033.0,1.0,0,1,1,1,987.0,3 years - 4 years,255.0,6-12 months
2014-02-14,Belm,38.6961,-9.21056,Entire home/apt,8,129.0,3,1125,9,269,34,30,3,2020-02-28,2022-09-03,4.88,4.85,3,1.1,3130.0,2.0,0,1,1,0,929.0,3 years - 4 years,11.0,0-2 weeks
2019-07-03,Ericeira,38.9851,-9.41638,Private room,2,43.0,2,15,17,65,21,17,1,2021-08-22,2022-08-31,4.95,4.86,2,1.62,1165.0,1.0,0,0,0,0,388.0,1 year - 2 years,14.0,0-2 weeks
2014-04-21,Santa Maria Maior,38.71703,-9.13503,Entire home/apt,5,107.0,3,1125,0,195,19,5,2,2019-11-03,2022-08-23,4.47,4.53,1,0.54,3064.0,1.5,0,1,1,1,1046.0,3 years - 4 years,22.0,2-8 weeks
2019-01-10,So Joo das Lampas e Terrugem,38.83449,-9.367,Entire home/apt,3,80.0,2,1125,15,311,31,22,3,2019-10-31,2022-09-11,4.84,4.45,2,0.89,1339.0,1.0,1,1,0,1,1049.0,3 years - 4 years,3.0,0-2 weeks
2019-10-20,So Vicente,38.72079,-9.12328,Entire home/apt,6,80.0,1,365,1,59,95,63,8,2019-10-27,2022-09-08,4.46,4.43,6,2.7,1056.0,1.0,1,1,1,1,1053.0,3 years - 4 years,6.0,0-2 weeks
2016-01-21,Cascais e Estoril,38.70466,-9.41092,Entire home/apt,5,150.0,30,1125,0,15,6,0,0,2019-12-09,2021-02-28,4.33,4.83,9,0.18,2424.0,1.0,0,1,0,1,1010.0,3 years - 4 years,563.0,1+ year
2014-12-30,Colares,38.77668,-9.48077,Entire home/apt,6,164.0,3,90,15,344,22,12,3,2020-01-04,2022-09-03,4.59,4.59,40,0.67,2811.0,1.5,0,1,0,1,984.0,3 years - 4 years,11.0,0-2 weeks
2018-07-15,Misericrdia,38.71292,-9.15283,Entire home/apt,2,93.0,1,1125,0,136,23,1,1,2019-10-06,2022-08-30,4.96,5.0,9,0.64,1518.0,1.0,0,1,0,1,1074.0,3 years - 4 years,15.0,2-8 weeks
2012-10-23,Misericrdia,38.71237,-9.15055,Entire home/apt,3,89.0,1,1125,0,221,11,0,0,2019-12-25,2021-06-27,3.82,4.27,292,0.33,3609.0,1.0,1,1,0,0,994.0,3 years - 4 years,444.0,1+ year
2017-08-01,Arroios,38.72885,-9.13439,Entire home/apt,6,108.0,1,1125,7,325,9,7,0,2019-11-02,2022-08-05,4.11,4.33,35,0.26,1866.0,2.0,0,1,0,1,1047.0,3 years - 4 years,40.0,2-8 weeks
2012-10-23,Misericrdia,38.71231,-9.15266,Entire home/apt,3,95.0,1,1125,0,0,2,0,0,2019-11-07,2019-11-15,3.5,3.5,292,0.06,3609.0,1.0,1,1,0,0,1042.0,3 years - 4 years,1034.0,1+ year
2012-10-23,Misericrdia,38.71266,-9.15211,Entire home/apt,3,89.0,1,1125,0,0,2,0,0,2019-10-19,2019-10-28,3.0,5.0,292,0.06,3609.0,1.0,1,1,0,0,1061.0,3 years - 4 years,1052.0,1+ year
2012-10-23,Misericrdia,38.71111,-9.15041,Entire home/apt,2,119.0,1,1125,5,316,49,20,2,2019-10-18,2022-08-22,4.31,4.76,292,1.38,3609.0,1.5,1,1,0,0,1062.0,3 years - 4 years,23.0,2-8 weeks
2012-10-23,Cascais e Estoril,38.6995,-9.44158,Entire home/apt,6,171.0,1,1125,0,72,2,1,1,2019-12-29,2022-08-17,4.5,5.0,292,0.06,3609.0,2.0,0,1,0,0,990.0,3 years - 4 years,28.0,2-8 weeks
2018-03-06,Avenidas Novas,38.73207,-9.14703,Private room,2,49.0,3,1125,0,225,2,2,0,2022-03-28,2022-04-17,5.0,5.0,1,0.35,1649.0,1.0,1,1,0,0,170.0,0-6 months,150.0,2-6 months
2017-09-17,Cascais e Estoril,38.70935,-9.43285,Entire home/apt,4,75.0,3,90,11,336,10,4,1,2019-11-03,2022-08-26,4.8,4.7,3,0.29,1819.0,1.0,0,1,1,1,1046.0,3 years - 4 years,19.0,2-8 weeks
2018-04-25,Misericrdia,38.70806,-9.15005,Entire home/apt,4,76.0,5,95,0,102,7,7,2,2022-01-01,2022-08-24,3.86,5.0,12,0.82,1599.0,1.5,1,0,0,1,256.0,1 year - 2 years,21.0,2-8 weeks
2016-05-02,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.10448,-9.27657,Private room,2,50.0,1,1125,24,356,30,11,1,2019-10-23,2022-08-20,4.97,4.63,1,0.85,2322.0,1.0,0,1,1,1,1057.0,3 years - 4 years,25.0,2-8 weeks
2019-04-10,Cascais e Estoril,38.73338,-9.45567,Entire home/apt,3,206.0,5,365,6,319,23,15,1,2020-02-07,2022-09-05,5.0,4.91,5,0.73,1249.0,1.0,1,0,1,1,950.0,3 years - 4 years,9.0,0-2 weeks
2013-08-24,Penha de Frana,38.72371,-9.12986,Entire home/apt,8,178.0,2,1125,8,231,38,24,3,2019-12-31,2022-09-03,4.92,4.76,11,1.15,3304.0,2.0,0,1,0,1,988.0,3 years - 4 years,11.0,0-2 weeks
2012-10-23,Santa Maria Maior,38.71182,-9.13864,Entire home/apt,4,159.0,1,1125,2,20,16,12,0,2021-06-13,2022-08-01,3.88,4.88,292,1.05,3609.0,1.0,1,0,0,1,458.0,1 year - 2 years,44.0,2-8 weeks
2016-01-17,Santa Maria Maior,38.7158,-9.1343,Entire home/apt,5,199.0,1,1125,20,38,43,39,5,2019-12-29,2022-09-05,4.88,4.86,8,1.3,2428.0,2.0,0,1,0,1,990.0,3 years - 4 years,9.0,0-2 weeks
2019-10-08,Santa Maria Maior,38.71089,-9.12787,Entire home/apt,2,75.0,2,1125,0,113,78,54,4,2019-11-01,2022-09-12,4.88,4.88,3,2.23,1068.0,1.0,1,1,0,1,1048.0,3 years - 4 years,2.0,0-2 weeks
2019-10-23,Santo Antnio,38.72049,-9.14308,Entire home/apt,4,178.0,1,1125,12,341,16,16,3,2021-11-22,2022-08-28,4.69,4.81,1,1.62,1053.0,1.0,0,1,1,0,296.0,1 year - 2 years,17.0,2-8 weeks
2013-03-30,So Vicente,38.71385,-9.12501,Entire home/apt,2,125.0,2,5,5,318,74,53,3,2019-10-16,2022-09-02,4.49,4.76,78,2.08,3451.0,1.0,0,1,0,0,1064.0,3 years - 4 years,12.0,0-2 weeks
2019-09-23,Ericeira,38.96436,-9.41241,Private room,2,201.0,1,1,8,311,16,7,0,2019-11-08,2022-07-31,4.56,4.88,7,0.46,1083.0,1.0,1,0,0,0,1041.0,3 years - 4 years,45.0,2-8 weeks
2019-10-08,Santa Maria Maior,38.71058,-9.1278,Entire home/apt,4,85.0,3,1125,1,117,71,41,3,2019-10-29,2022-09-09,4.93,4.77,3,2.02,1068.0,1.0,1,1,0,1,1051.0,3 years - 4 years,5.0,0-2 weeks
2013-03-30,Santa Maria Maior,38.71154,-9.12707,Entire home/apt,2,108.0,2,5,6,313,56,43,5,2019-10-14,2022-09-08,4.41,4.64,78,1.57,3451.0,1.0,0,1,0,1,1066.0,3 years - 4 years,6.0,0-2 weeks
2019-10-08,Alvalade,38.75327,-9.14301,Entire home/apt,6,115.0,2,1125,7,222,25,20,0,2020-02-05,2022-08-02,4.96,4.84,1,0.79,1068.0,1.0,0,1,1,1,952.0,3 years - 4 years,43.0,2-8 weeks
2018-01-20,Penha de Frana,38.73668,-9.12744,Entire home/apt,4,132.0,2,1125,0,0,18,4,0,2019-10-16,2022-04-30,4.78,4.44,38,0.51,1694.0,2.0,1,1,0,1,1064.0,3 years - 4 years,137.0,2-6 months
2012-06-19,Santa Maria Maior,38.7154,-9.13985,Entire home/apt,10,213.0,1,1125,3,317,31,10,1,2019-11-03,2022-08-29,4.35,4.97,28,0.89,3735.0,1.5,0,1,1,1,1046.0,3 years - 4 years,16.0,2-8 weeks
2017-11-14,Penha de Frana,38.73025,-9.12719,Entire home/apt,2,60.0,2,1125,0,43,10,9,1,2021-08-16,2022-08-15,4.7,4.4,1,0.76,1761.0,1.0,0,1,1,1,394.0,1 year - 2 years,30.0,2-8 weeks
2017-04-24,Ericeira,38.98436,-9.41259,Entire home/apt,4,115.0,3,365,7,339,8,7,0,2020-09-05,2022-08-13,4.88,4.63,15,0.32,1965.0,1.0,0,1,1,0,739.0,3 years - 4 years,32.0,2-8 weeks
2019-10-04,Ericeira,38.98759,-9.4153,Entire home/apt,4,120.0,1,14,2,118,47,39,2,2020-02-05,2022-09-12,5.0,4.91,1,1.48,1072.0,1.0,0,1,0,1,952.0,3 years - 4 years,2.0,0-2 weeks
2017-12-28,Santa Maria Maior,38.71278,-9.13153,Entire home/apt,2,98.0,1,1125,15,350,13,12,2,2021-09-02,2022-08-28,4.54,4.85,11,1.03,1717.0,1.0,0,1,0,0,377.0,1 year - 2 years,17.0,2-8 weeks
2016-11-29,Santa Maria Maior,38.71906,-9.13692,Entire home/apt,6,139.0,2,1125,4,313,47,40,5,2019-12-08,2022-09-12,4.72,4.74,15,1.39,2111.0,2.0,0,1,0,1,1011.0,3 years - 4 years,2.0,0-2 weeks
2014-07-02,Alcabideche,38.7322,-9.44014,Private room,2,100.0,2,1125,25,79,1,1,0,2022-07-29,2022-07-29,5.0,4.0,5,0.64,2992.0,1.0,0,1,0,0,47.0,0-6 months,47.0,2-8 weeks
2014-12-15,Estrela,38.70653,-9.1726,Entire home/apt,2,100.0,2,30,13,123,34,8,1,2019-10-25,2022-08-15,4.71,4.74,6,0.97,2826.0,1.0,0,1,0,1,1055.0,3 years - 4 years,30.0,2-8 weeks
2014-12-15,Estrela,38.70486,-9.17039,Entire home/apt,6,51.0,2,1125,0,0,1,1,0,2022-04-23,2022-04-23,3.0,3.0,6,0.21,2826.0,2.0,0,1,0,1,144.0,0-6 months,144.0,2-6 months
2015-01-09,Santo Antnio,38.72096,-9.1505,Entire home/apt,5,220.0,3,1125,0,77,7,0,0,2019-11-17,2020-10-04,4.86,5.0,24,0.2,2801.0,2.5,1,1,0,1,1032.0,3 years - 4 years,710.0,1+ year
2014-07-02,Alcabideche,38.73312,-9.43888,Private room,2,70.0,2,1125,25,79,2,2,0,2022-02-14,2022-02-25,5.0,5.0,5,0.28,2992.0,1.5,0,1,0,0,212.0,1 year - 2 years,201.0,6-12 months
2014-07-02,Alcabideche,38.73435,-9.43861,Shared room,4,30.0,2,1125,25,79,3,3,0,2022-02-17,2022-07-30,4.67,5.0,5,0.43,2992.0,1.5,0,1,0,0,209.0,1 year - 2 years,46.0,2-8 weeks
2014-07-02,Alcabideche,38.73274,-9.44015,Shared room,4,30.0,2,1125,22,76,5,3,1,2019-11-29,2022-09-07,4.8,4.6,5,0.15,2992.0,1.5,0,1,0,0,1020.0,3 years - 4 years,7.0,0-2 weeks
2019-10-09,Santa Maria Maior,38.71291,-9.14219,Entire home/apt,2,184.0,3,60,11,306,56,41,4,2019-10-18,2022-08-28,4.93,4.98,1,1.58,1067.0,1.0,1,1,0,1,1062.0,3 years - 4 years,17.0,2-8 weeks
2013-03-12,Belm,38.70497,-9.20479,Entire home/apt,3,105.0,2,14,14,14,6,3,1,2019-11-12,2022-08-21,4.83,4.83,1,0.17,3469.0,1.0,0,1,0,0,1037.0,3 years - 4 years,24.0,2-8 weeks
2019-10-22,Santa Maria Maior,38.70968,-9.1373,Entire home/apt,4,83.0,1,1125,3,313,67,40,2,2020-02-07,2022-09-06,4.61,4.96,3,2.11,1054.0,1.0,1,1,0,1,950.0,3 years - 4 years,8.0,0-2 weeks
2019-10-22,Santa Maria Maior,38.71057,-9.13816,Entire home/apt,4,77.0,1,1125,2,280,92,60,4,2020-02-18,2022-08-30,4.75,4.97,3,2.94,1054.0,1.0,1,1,0,1,939.0,3 years - 4 years,15.0,2-8 weeks
2019-10-09,Misericrdia,38.70645,-9.14313,Private room,2,116.0,1,1125,4,308,12,4,0,2020-08-18,2022-02-24,4.67,5.0,4,0.47,1067.0,1.0,0,1,0,1,757.0,3 years - 4 years,202.0,6-12 months
2019-10-09,Misericrdia,38.70596,-9.14445,Private room,2,126.0,1,1125,3,315,1,0,0,2021-06-15,2021-06-15,5.0,5.0,4,0.07,1067.0,1.0,0,1,0,1,456.0,1 year - 2 years,456.0,1+ year
2019-10-09,Misericrdia,38.70757,-9.14534,Private room,2,136.0,1,1125,2,309,8,2,0,2020-08-30,2021-10-05,4.63,4.88,4,0.32,1067.0,1.0,0,1,0,1,745.0,3 years - 4 years,344.0,6-12 months
2017-11-08,Misericrdia,38.71513,-9.14583,Entire home/apt,2,85.0,3,1125,1,294,17,6,3,2019-11-15,2022-09-03,4.82,4.65,4,0.49,1767.0,1.0,1,1,0,1,1034.0,3 years - 4 years,11.0,0-2 weeks
2017-11-08,Misericrdia,38.71518,-9.1443,Entire home/apt,2,85.0,3,31,5,319,23,16,2,2019-11-04,2022-09-03,4.36,4.73,4,0.66,1767.0,1.0,0,1,1,1,1045.0,3 years - 4 years,11.0,0-2 weeks
2017-07-02,Lumiar,38.76807,-9.15692,Private room,2,45.0,6,1125,1,319,4,3,0,2020-01-01,2022-07-10,3.5,4.0,3,0.12,1896.0,1.0,0,1,0,1,987.0,3 years - 4 years,66.0,2-6 months
2017-05-20,Santa Maria Maior,38.71604,-9.13385,Entire home/apt,4,61.0,2,90,2,110,32,28,4,2020-01-03,2022-09-04,4.81,4.69,5,0.97,1939.0,1.0,0,1,0,1,985.0,3 years - 4 years,10.0,0-2 weeks
2014-05-01,Misericrdia,38.71271,-9.14641,Private room,2,55.0,1,30,0,0,30,8,2,2019-10-14,2022-08-27,4.2,4.73,24,0.84,3054.0,1.0,0,1,0,0,1066.0,3 years - 4 years,18.0,2-8 weeks
2016-07-15,Cascais e Estoril,38.69728,-9.42011,Entire home/apt,2,151.0,2,28,4,284,65,27,3,2019-10-26,2022-09-07,4.97,5.0,13,1.85,2248.0,1.0,1,1,1,1,1054.0,3 years - 4 years,7.0,0-2 weeks
2013-08-08,Arroios,38.73178,-9.13968,Entire home/apt,2,68.0,30,1125,13,101,6,3,1,2020-03-07,2022-08-21,5.0,4.83,1,0.2,3320.0,1.0,0,1,0,0,921.0,3 years - 4 years,24.0,2-8 weeks
2019-10-26,So Vicente,38.71911,-9.1303,Entire home/apt,5,120.0,2,1125,6,127,2,1,0,2019-12-09,2021-10-23,5.0,5.0,1,0.06,1050.0,1.0,0,1,1,0,1010.0,3 years - 4 years,326.0,6-12 months
2017-02-07,Penha de Frana,38.7336,-9.12801,Entire home/apt,6,50.0,3,14,8,289,22,9,0,2019-11-13,2022-07-09,4.68,4.45,5,0.64,2041.0,1.0,0,1,1,0,1036.0,3 years - 4 years,67.0,2-6 months
2014-05-01,Misericrdia,38.71267,-9.14647,Private room,2,62.0,1,31,0,0,7,6,2,2019-11-02,2022-08-19,4.0,5.0,24,0.2,3054.0,1.0,0,0,0,0,1047.0,3 years - 4 years,26.0,2-8 weeks
2014-05-01,Misericrdia,38.71257,-9.14548,Private room,2,55.0,1,30,11,26,42,36,8,2019-11-06,2022-09-11,4.19,4.93,24,1.21,3054.0,1.0,0,0,0,1,1043.0,3 years - 4 years,3.0,0-2 weeks
2015-01-09,Santo Antnio,38.71792,-9.14434,Entire home/apt,2,130.0,3,1125,6,316,70,41,6,2019-10-24,2022-09-12,4.86,4.93,24,1.99,2801.0,1.0,1,1,0,1,1056.0,3 years - 4 years,2.0,0-2 weeks
2019-10-27,Arroios,38.72343,-9.13812,Entire home/apt,8,135.0,3,1125,4,32,43,38,3,2019-12-08,2022-08-31,4.84,4.79,1,1.27,1049.0,2.0,1,1,0,0,1011.0,3 years - 4 years,14.0,0-2 weeks
2019-10-11,Carcavelos e Parede,38.68522,-9.35269,Entire home/apt,3,163.0,2,1125,18,344,33,16,1,2019-11-30,2022-08-23,4.39,4.88,1,0.97,1065.0,1.0,0,1,0,0,1019.0,3 years - 4 years,22.0,2-8 weeks
2018-06-11,Santa Maria Maior,38.71264,-9.12825,Entire home/apt,4,59.0,2,30,2,99,30,6,1,2019-11-24,2022-08-25,4.5,4.9,1,0.88,1552.0,1.0,1,1,0,1,1025.0,3 years - 4 years,20.0,2-8 weeks
2018-05-10,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.78949,-9.37755,Entire home/apt,2,70.0,4,200,0,202,8,2,0,2020-09-30,2022-03-21,4.88,4.75,3,0.34,1584.0,1.0,0,1,0,1,714.0,1 year - 2 years,177.0,2-6 months
2022-01-10,Santo Antnio,38.71998,-9.14967,Entire home/apt,4,187.0,2,1125,0,302,65,38,3,2020-01-11,2022-09-11,4.92,4.89,5,2.0,243.0,1.0,1,1,1,1,977.0,3 years - 4 years,3.0,0-2 weeks
2019-03-18,Ericeira,38.97298,-9.41513,Entire home/apt,5,126.0,2,30,2,2,14,5,3,2020-07-17,2022-09-08,4.64,4.71,1,0.53,1272.0,1.0,0,1,1,0,789.0,3 years - 4 years,6.0,0-2 weeks
2019-10-28,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.82207,-9.43365,Entire home/apt,4,84.0,4,1125,27,362,13,8,2,2019-12-07,2022-08-21,4.62,4.69,1,0.39,1048.0,1.0,0,1,1,1,1012.0,3 years - 4 years,24.0,2-8 weeks
2016-08-03,Santa Maria Maior,38.7168,-9.13418,Entire home/apt,2,55.0,2,1125,1,119,82,40,3,2019-11-03,2022-08-24,4.44,4.52,6,2.35,2229.0,1.0,0,1,0,0,1046.0,3 years - 4 years,21.0,2-8 weeks
2019-10-20,So Vicente,38.719917,-9.124363,Entire home/apt,4,68.0,1,365,2,321,40,34,5,2019-11-09,2022-09-10,4.5,4.63,6,1.15,1056.0,1.0,1,1,0,1,1040.0,3 years - 4 years,4.0,0-2 weeks
2019-10-20,So Vicente,38.719917,-9.124363,Entire home/apt,4,62.0,1,365,3,68,33,28,6,2019-12-01,2022-09-07,4.39,4.48,6,0.97,1056.0,1.0,1,1,1,1,1018.0,3 years - 4 years,7.0,0-2 weeks
2019-10-20,So Vicente,38.719917,-9.124363,Entire home/apt,4,66.0,1,365,0,315,25,25,7,2021-09-16,2022-09-11,4.36,4.24,6,2.06,1056.0,1.0,1,1,1,1,363.0,1 year - 2 years,3.0,0-2 weeks
2019-10-20,So Vicente,38.71992,-9.12436,Entire home/apt,4,62.0,1,365,5,69,37,32,4,2019-12-08,2022-09-10,4.32,4.41,6,1.1,1056.0,1.0,1,1,1,1,1011.0,3 years - 4 years,4.0,0-2 weeks
2019-10-20,So Vicente,38.72049,-9.1235,Entire home/apt,8,184.0,1,365,16,79,65,39,4,2020-01-26,2022-09-05,4.75,4.63,6,2.02,1056.0,2.0,0,1,0,1,962.0,3 years - 4 years,9.0,0-2 weeks
2018-08-23,So Vicente,38.71532,-9.12761,Entire home/apt,2,70.0,2,1125,2,62,39,38,3,2019-12-27,2022-09-05,4.26,4.77,12,1.18,1479.0,1.0,0,0,1,0,992.0,3 years - 4 years,9.0,0-2 weeks
2019-01-16,Arroios,38.72697,-9.1355,Private room,2,30.0,15,1125,1,13,1,0,0,2019-11-09,2019-11-09,3.0,5.0,19,0.03,1333.0,2.0,0,0,0,0,1040.0,3 years - 4 years,1040.0,1+ year
2015-12-14,Arroios,38.72927,-9.13814,Entire home/apt,2,55.0,2,1125,3,234,23,17,4,2019-12-15,2022-09-03,4.83,4.74,2,0.69,2462.0,1.0,0,1,0,0,1004.0,3 years - 4 years,11.0,0-2 weeks
2013-08-24,Penha de Frana,38.72362,-9.13147,Entire home/apt,5,121.0,2,60,8,235,24,10,1,2019-12-09,2022-09-06,4.83,4.71,11,0.71,3304.0,2.0,0,1,1,1,1010.0,3 years - 4 years,8.0,0-2 weeks
2018-08-11,So Vicente,38.71909,-9.12225,Entire home/apt,6,193.0,1,1125,15,264,50,34,1,2019-10-15,2022-08-24,4.44,4.26,19,1.41,1491.0,2.0,0,1,1,1,1065.0,3 years - 4 years,21.0,2-8 weeks
2016-02-17,Santo Antnio,38.71744,-9.15517,Entire home/apt,6,161.0,1,1125,5,109,73,44,4,2019-11-20,2022-08-29,4.93,4.75,19,2.13,2397.0,1.0,1,1,1,1,1029.0,3 years - 4 years,16.0,2-8 weeks
2010-07-29,Santa Maria Maior,38.7123,-9.14148,Entire home/apt,4,120.0,15,1125,7,54,2,2,0,2022-04-05,2022-07-16,4.5,5.0,4,0.37,4426.0,1.0,1,1,0,1,162.0,0-6 months,60.0,2-6 months
2013-05-30,Belm,38.70027,-9.19603,Entire home/apt,4,94.0,3,28,0,214,77,37,2,2019-11-14,2022-08-30,4.84,4.71,4,2.23,3390.0,1.0,0,1,1,1,1035.0,3 years - 4 years,15.0,2-8 weeks
2012-10-23,Santa Maria Maior,38.71153,-9.13796,Entire home/apt,4,171.0,1,1125,0,0,18,2,0,2020-02-02,2022-07-12,4.39,4.89,292,0.56,3609.0,1.5,0,1,0,0,955.0,3 years - 4 years,64.0,2-6 months
2019-03-31,Santa Maria Maior,38.70822,-9.13284,Entire home/apt,4,84.0,3,28,0,0,17,13,2,2020-01-26,2022-08-31,4.47,4.88,2,0.53,1259.0,1.0,0,1,0,0,962.0,3 years - 4 years,14.0,0-2 weeks
2014-08-12,Avenidas Novas,38.7373,-9.14773,Private room,2,95.0,2,730,7,340,5,4,0,2020-02-07,2021-12-21,3.6,4.6,23,0.16,2951.0,1.0,1,1,1,1,950.0,3 years - 4 years,267.0,6-12 months
2014-08-12,Avenidas Novas,38.73604,-9.14801,Private room,2,84.0,2,730,2,331,14,7,0,2020-01-01,2022-07-16,4.29,4.43,23,0.43,2951.0,1.0,1,1,1,1,987.0,3 years - 4 years,60.0,2-6 months
2013-08-24,Penha de Frana,38.72354,-9.13162,Entire home/apt,5,127.0,2,60,7,245,13,6,0,2020-02-29,2022-06-11,4.77,4.92,11,0.42,3304.0,1.0,0,1,0,1,928.0,3 years - 4 years,95.0,2-6 months
2012-10-23,Santa Maria Maior,38.70968,-9.13986,Entire home/apt,4,171.0,1,1125,5,312,7,0,0,2019-10-22,2021-08-23,4.43,5.0,292,0.2,3609.0,1.5,0,1,0,0,1058.0,3 years - 4 years,387.0,1+ year
2019-10-14,Santo Antnio dos Cavaleiros e Frielas,38.81672,-9.16183,Entire home/apt,5,95.0,7,90,1,69,31,8,0,2019-11-03,2022-07-30,4.97,4.45,1,0.89,1062.0,2.0,0,1,1,0,1046.0,3 years - 4 years,46.0,2-8 weeks
2018-08-09,Avenidas Novas,38.73907,-9.14387,Entire home/apt,5,115.0,2,61,2,108,71,50,6,2019-11-03,2022-09-13,4.8,4.8,10,2.03,1493.0,1.0,0,1,0,0,1046.0,3 years - 4 years,1.0,0-2 weeks
2019-10-31,Misericrdia,38.70999,-9.14699,Entire home/apt,3,63.0,3,60,1,163,88,48,5,2019-11-16,2022-09-13,4.84,4.97,1,2.55,1045.0,1.0,0,1,1,1,1033.0,3 years - 4 years,1.0,0-2 weeks
2019-10-31,Penha de Frana,38.7278,-9.11926,Entire home/apt,6,137.0,1,90,2,180,18,18,4,2022-04-20,2022-09-06,4.67,4.44,4,3.65,1045.0,1.0,0,1,0,0,147.0,0-6 months,8.0,0-2 weeks
2019-10-31,So Vicente,38.72062,-9.12728,Entire home/apt,5,100.0,1,1125,0,134,1,1,0,2022-05-02,2022-05-02,5.0,5.0,4,0.22,1045.0,1.0,0,1,1,1,135.0,0-6 months,135.0,2-6 months
2018-02-14,Ericeira,38.95535,-9.40525,Entire home/apt,4,35.0,2,1125,1,327,60,27,3,2020-03-23,2022-09-01,4.77,4.72,3,1.99,1669.0,1.0,0,0,1,1,905.0,3 years - 4 years,13.0,0-2 weeks
2014-08-12,Avenidas Novas,38.7358,-9.1482,Entire home/apt,2,84.0,2,730,2,324,13,11,1,2021-07-28,2022-08-21,4.08,4.62,23,0.94,2951.0,1.0,0,1,1,1,413.0,1 year - 2 years,24.0,2-8 weeks
2014-08-12,Avenidas Novas,38.7362,-9.14983,Private room,2,84.0,2,730,11,343,7,7,0,2021-11-04,2022-05-25,3.86,4.57,23,0.67,2951.0,1.0,1,1,1,1,314.0,1 year - 2 years,112.0,2-6 months
2014-08-12,Avenidas Novas,38.73724,-9.14986,Entire home/apt,2,84.0,2,730,0,330,26,17,2,2020-01-03,2022-08-24,4.46,4.65,23,0.79,2951.0,1.0,1,1,1,1,985.0,3 years - 4 years,21.0,2-8 weeks
2016-05-18,Dois Portos e Runa,39.04486,-9.14462,Entire home/apt,6,170.0,3,1125,22,348,21,8,1,2019-12-01,2022-08-21,4.86,4.62,9,0.62,2306.0,2.5,0,1,1,0,1018.0,3 years - 4 years,24.0,2-8 weeks
2014-08-12,Avenidas Novas,38.73579,-9.14818,Entire home/apt,2,84.0,2,730,13,338,3,3,0,2022-05-02,2022-07-17,4.0,4.67,23,0.66,2951.0,1.0,1,1,1,1,135.0,0-6 months,59.0,2-6 months
2014-08-12,Avenidas Novas,38.73585,-9.14948,Private room,3,84.0,2,730,11,344,11,7,0,2020-01-27,2022-06-21,3.91,4.55,23,0.34,2951.0,1.0,1,1,0,1,961.0,3 years - 4 years,85.0,2-6 months
2011-08-28,Santa Maria Maior,38.71492,-9.13679,Entire home/apt,6,124.0,3,180,1,321,152,72,3,2019-11-23,2022-09-08,4.81,4.95,21,4.44,4031.0,1.0,0,1,0,0,1026.0,3 years - 4 years,6.0,0-2 weeks
